id,Annotated tweet,,classification,,
1237, <e>Romney</e> is taking us back to the 1600s. Next we're going to start accusing each other of being witches and we're all going to die.,,_TEST_,,
1238, Mitt <e>Romney</e> is great at one thing....redirecting questions to avoid straight forward answers,,_TEST_,,
1239, <e>Romney</e> <a>Team</a> HAS to be  concerned!,,_TEST_,,
1240, I was amazed <e>Romney</e> knew the price of <a>gas</a>. Doesn't he have someone working for min wage ( as if he knows what that is ) do that for him?,,_TEST_,,
1241, @HazeInMylungz aye ikr!!! That's exactly why I'm going to bikini bottom. I'd rather live under a rock then have <e>Romney</e> as president!,,_TEST_,,
1242, I betting the over on <e>Romney</e><a> lies </a>tonight is 25 times.....,,_TEST_,,
1243," <e>Romney</e> is like "" I know how. To do this, I know how to do that"" how are you going to do it DuDe???",,_TEST_,,
1244, Get rid of <e>Romney</e> and Occupy and back the <a>unions</a>--especially at Walmart. Now.,,_TEST_,,
1245, @Elaine2114 @nytimes @realDonaldTrump @Mitt<e>Romney</e> only an idiot would think that <e>Romney</e> won that <a>debate</a>. @<e>Obama</e>2012 #<a>debate</a>s,,_TEST_,,
1246, Three cheers for our president.  He pointed out on national TV the lies that <e>Romney</e> has been using trying to win voters.,,_TEST_,,
1247," When I see people in fb ""like"" <e>Romney</e>, I get the sudden urge to throw up... ðŸ˜·",,_TEST_,,
1248, I really can't feel sorry for ppl who lie for no reason. Like I am so thru with that. Gotta be kin to <e>Romney</e> cause that's all he does,,_TEST_,,
1249, Its not that <e>Romney</e> dosnt care abt ppl. Hed rather give ppl tools for sucess than Hand outs. Thats all BO is doing,,_TEST_,,
1250," Honestly, <e>Romney</e> lost me with his stance on <a>women's reproductive rights</a>,not saying if he would've signed the Ledbetter Bill, & gay rights",,_TEST_,,
1251, Retweeting tweets against <e>Romney</e> > finishing my book. #whoops,,_TEST_,,
1252, Taking Note: <e>Romney</e>'s <a>Rose Garden</a> Claim Debunked During Debate,,_TEST_,,
1253," call out <e>Romney</e>/Ryan's plan to defund Planned Parenthood, with disastrous consequences http://t.co/cMOP7vkn",,_TEST_,,
1254, I really just wish <e>Romney</e> would give a straight answer to how he's going to create<a> jobs </a>and cut the deficit. That's all. #only<a>debate</a>tweet,,_TEST_,,
1255, @Pikrihi @hibijac If <e>Romney</e> wins i'm moving for at least 4 years. Far away lol!   I say we make our own world wide party. We'd win!,,_TEST_,,
1256," â€œ@ToesTheTruth: <e>Obama</e> is clueless but damn every time I look at <e>Romney</e> I see the devilâ€ Your name is true, you do speak the truth.",,_TEST_,,
1257, Mitt <e>Romney</e> is like a Best Buy employee trying to sell you something he cannot fully explain. Tweeted by @ChrisRock,,_TEST_,,
1258," ""I'm not in favor of new pieces of legislation on guns."" -<e>Romney</e>. Well, if you'd had my ,a>vote</a>, you would've lost it.",,_TEST_,,
1259, @iamrashidajones <e>Romney</e> needs to get comments and facts straight for the sake of a <a>political career</a>,,_TEST_,,
1260, #<a>debate</a> <e>Romney</e> WHAT is your <a>5-point plan</a>? can you possibly explain?,,_TEST_,,
1261, <a>Real recovery</a>?  Does Mitt <e>Romney</e> understand what that means? #CNNDebate,,_TEST_,,
1262, We are all in trouble if <e>Romney</e> is elected #<a>debate</a>2012,,_TEST_,,
1263," Yea I'm pretty sure that <e>Romney</e> was raised by his parents for 20 years with a trust fund, and the best education his parents could pay for",,_TEST_,,
1264, See That's Why I Say If You For #<e>Romney</e> Get Of My TL.! That Ignorance Right There.! Smh,,_TEST_,,
1265,"Do we stick with the status quo or go backwards to <a>how we got into this mess, under the last Republican President? <e>Romney</e> will do just that!",,_TEST_,,
1266,Is This Why <E>Romney</e> Won't Talk to <a>Sensata Workers </a>Whose Jobs Are Being Shipped to China? http://t.co/doGoFAtR,,_TEST_,,
1267,"@KattyKayBBC <e>MItt Romney</e> has not been clear about his policies and why should we <a>vote for him, </a>especially the 47 percent.",,_TEST_,,
1268,ðŸ˜‚ðŸ˜‚ðŸ˜‚ TRUUUU RT @Shenenehh:<e> Mitt Romney</e><a> look like the kid </a>who used to remind the teacher about the homework that was due.â€,,_TEST_,,
1269,Funny how middle class Americans have <e>Romney </e><a>advertised on their lawn</a> when they know his plan won't cover them. Racism plays along. -_-,,_TEST_,,
1270,"@chucktoddPrez w no advantage? BUT you say has <a>50% apprvl, up in nat polls you list & in OH,</a> bad elec map for <e>Romney.</e> Gang of 500 syndrome?",,_TEST_,,
1271,"Trespassing EP Out Now <e>Romney</e> wants a repeat, <e>Obama </e><a>a reversal in tonight's presidential debate.</a> Watch http://t.co/2Ey2TUYE",,_TEST_,,
1272,"Someone bought 1992 Michael Jordan BBQ sauce for $10,000, which still makes more sense than the <e>Romney/Ryan</e> <a>Budget math.</a>",,_TEST_,,
1273,A HAH HAH<e> Romney</e> releases details about his <a>tax plan</a>.http://t.co/odGDuxoi #enjoy,,_TEST_,,
1274,"When it comes to his $5<a> trillion tax plan, <a>don't let <e>Mitt Romney </e>give you the runaround. Details matter: http://t.co/puUUDj4g",,_TEST_,,
1275,"RT ""@786Joel: <e>Romney's </e>""<a>Lack of Details</a>"": http://t.co/CK5eik4g"" this article made me envision mitt's presidency like never before...i like!",,_TEST_,,
1276,Hope I don't <a>offend </a>nobody but <e>Mitt Romney</e> a bitch nigga,,_TEST_,,
1277,<e>Romney/Ryan</e> would <a> our Social Security & Medicare</a> to Wall St.  BANKS are only interested in <a>STEALING our MONEY.  </a> >>>>>  PLEASE RT,,_TEST_,,
1278,"I'm not tryna be funny, but I'm<a> scared for this country</a>. <e>Romney</e> is winning.",,_TEST_,,
1279,â€œTruth: <e>Romneyâ€™</e><a> Tax Plan Doesnâ€™t Have to Raise Taxes</a>on the Middle Class! http://t.co/6TMo9YvQâ€ @OatMil_,,_TEST_,,
1280,@AnnDRomney who does <e>Obama </e>want <a>answering that 3 am phone cal</a>l? - Ans: Hillary Clinton,,_TEST_,,
1281,Even Fox Is Calling Out<e> Romney</e> for<a> Dishonesty <a>http://t.co/OL3KV2eV,,_TEST_,,
1282,@MittRomney @BarackObama <a>AMERICA CAN'T AFFORD</a><e> MITT ROMNEY.</e>,,_TEST_,,
1283,#Foxâ€™s Wallace: Studies That Back Up #<e>Romney</e><a> Tax Plan â€˜Questionableâ€™</a> http://t.co/fcpjIYNz,,_TEST_,,
1284,"Martin Bashir just said of <e>Romney's</e> camp: ""They <a>stay on message even when the truth is dying </a>to be told."" 90,000 Iraqis, 5,000 Americans.",,_TEST_,,
1285,<e>Mitt Romney's</e><a> Blind Trust#Sensata</a> #Stericycle,,_TEST_,,
1286,Everyday Americans talk about<e> Romney's</e> attempt to <a>hide his real positions:</a> http://t.co/ZtrxS4xz,,_TEST_,,
1287,OMG there would be a <e>Romney<e><a> radio commercial all about fucking coal</a> just for WV. People wonder why other ppl think ppl from WV are retarded.,,_TEST_,,
1288,"Piss on Middle class taxes, if <e>Romney</e> elected =<a> gas prices down, employment up, inflation down, markets soar up</a>. But you want to continue?",,_TEST_,,
1289,@HanifJWilliams @rolandsmartin <e>Romney</e> won't be <a>attending a debate with Roland as moderator </a>:)  #BringTheFunk,,_TEST_,,
1290,Are U STUPID? <e>Mitt Romney</e> = <A>GOP = Tea Party = Taliban = Sharia Law = Jidah = War on Women</A>? Chicago. Peoria. Detroit. Canton. Toledo. Buffalo,,_TEST_,,
1291,funny how some people think <a>gas prices will magically go down </a>if <E>Romney</e> is elected..,,_TEST_,,
1292,"""@F1sT: <e>Mitt Romney's</e><a> $5 foot long at subway</a>. LOL, gtfo""",,_TEST_,,
1293,"When it comes to his <a>$5 trillion tax plan</a>, don't let <e>Mitt Romney </e>give you the runaround. Details matter: http://t.co/AI8x6xDG",,_TEST_,,
1294,@JimHumbert thats a <a>bunch of propaganda</a> bullshit not even <e>romney</e> knows what his plan is or isn't going 2do.,,_TEST_,,
1295,"@TheDailyShow makes it hard to <a>trust </a><e>Romney..</e>. Well, I guess he points out the glaring errors in<a> Romney's plans</a>.",,_TEST_,,
1296,"The Right Fails to Understand That We Know <e>Romney </e><a>Left Bain</a>. What Bothers Us is That He Created Their Method,Still Profits From it. #Sensata",,_TEST_,,
1297,"Wish #<e>MittRomney</e> <a>would talk about in the debate</a> How exactly he will let ""superior beings from another world"" run our gov. #Romney",,_TEST_,,
1298,"When it comes to his <a>$5 trillion tax plan</a>, don't let <e>Mitt Romney</e> give you the runaround. Details matter: http://t.co/V8k6TGmG",,_TEST_,,
1299,What if <e>Mitt Romney</e> is just a great satirist and his <a>whole campaign </a>is an elaborate joke?,,_TEST_,,
1300,".@Christi34408702 Yup. #<e>Romney </e>DN care what <a>international political & economic mess </a>he makes, so long as he gets brass ring #china #sensata",,_TEST_,,
1301,#Mitt #<e>Romney's</E> #Bain Capital<a>lowered the #American #flag</a> & raised  #Chinese flag in it's place at #<A>Sensata. </a>#Shameful act on American soil,,_TEST_,,
1302,Who was the nitwit on MSNBC <a>spewing the lies </a>about the REAL #<e>Romney </e>record? We must correct her LIES and BS #MA,,_TEST_,,
1303,Gov. #<e>Romney</e> u say u <a>like clean coal</a>. Have u <a>read Charles Dickens? </a>How abt some Upton Sinclair & we stop inspecting hot dogs too. #debate,,_TEST_,,
1304,Middle Class Jobs : <e>Romney</e> promises to <a>create 12m jobs</a> by doing absolutely nothing - AMERIC... http://t.co/5DLFZZSV http://t.co/TgYlt3z7,,_TEST_,,
1305," All these people so dumb. <e>Romney</e> <a>lies</a> to make himself look good. Check his actual facts and, you'll understand what he really about.",,_TEST_,,
1306, Mitt <e>Romney</e> said single mothers are <a>the reason for gun violence</a>.. He's a fucking idiot,,_TEST_,,
1307, <e>Romney</e> what color is the sky? <e>Romney</e>: That's a very good question. We had a sky back when I was governor of Massachusetts. I like flowers.,,_TEST_,,
1308," <e>Romney</e>'s <a>speaking</a> too much as if his strategies are infallible, as if one person is capable of fixing everything.  #PDSLive",,_TEST_,,
1309, the way <e>Romney</e> <a>talks about women</a> is so pathetic. we're humans too idiot.,,_TEST_,,
1310, Mitt <e>Romney</e> looks like an actor that was hired to play president in a movie.,,_TEST_,,
1311, let us not forget Mitt <e>Romney</e> referred to <a>immigrant population as illegals</a>,,_TEST_,,
1312, <e>Romney</e> <a>wilts</a> under scrutiny.,,_TEST_,,
1313, Mitt <e>Romney</e> sounds a lot like the guy who tried to sell me a used...<a>binder full of women</a>,,_TEST_,,
1314," Respect is given  when you stand by what you have said,say and believe. Obviously <e>Romney</e> does not know  or care about <a>respect</a>. #debate",,_TEST_,,
1315, @chrisrockoz: Mitt <e>Romney</e> is a <a>humanitarian</a> as long as you don't consider <a>women humans</a>. #debates #debate2012,,_TEST_,,
1316," As the son of a single mom who grew up poor in an urban environment, I'm angry at <e>Romney</e> now in a way that's <a>more than mere politics</a>.",,_TEST_,,
1317," Mitt <e>Romney</e> seems to be a Chameleon, <a>changing</a> in different situation. Responsibility & Integrity is indispensable as a leader .",,_TEST_,,
1318, @Jmaleee my phone broke... <e>Romney</e>'s fault.,,_TEST_,,
1319," <e>Romney</e>'s <a>binder full of women</a> was used as the ""Joy Book"" on Big Love.",,_TEST_,,
1320, I LOVE how <e>Romney</e> referred to <a>Women as being in a Binder</a>. Thank you Mitt. I totally appreciated that.,,_TEST_,,
1321," Voting for <e>Romney</e>? He flip flops so much that if he became president, <a>his policy</a>'s might end up being the opposite of what you voted for lol",,_TEST_,,
1322, Google search: 'How to make yourself vomit'. Search results: 'Imagine yourself as Mitt <e>Romney</e>'s wife'.,,_TEST_,,
1323," <e>Romney</e> doesn't <a>drink</a>, but he is looking for one.",,_TEST_,,
1324, Taking Note: <e>Romney</e>'s <a>Rose Garden Claim</a> Debunked During Debate,,_TEST_,,
1325, Mutt <e>Romney</e> wants <a>women to be back to cook</a> -nothing on <a>equal pay</a>. What a wimp,,_TEST_,,
1326," @chucktodd <e>Romney</e> was rattled way beyond the <a>Libya moment</a>. Although,that was a good one.",,_TEST_,,
1327, @RebeccaCaine <e>Romney</e> gets the <a>comedy vote</a>. And the longest-running joke so far...,,_TEST_,,
1328, <e>Romney</e> got a smart ass mouth,,_TEST_,,
1329, #Mitt <e>Romney</e> is like a Best Buy employee trying to sell you something he cant fully explain,,_TEST_,,
1330," Mitt <e>Romney</e> is the Fox News Candidate: He is without facts,without truth & expects you to believe <a>what he says</a> because he's saying it.",,_TEST_,,
1331," So <e>Romney</e> lied about <a>having female partners at Bain</a>, the same ones that needed time to <a>go home and make dinner for their husbands</a>.",,_TEST_,,
1332, @illiniracers Definitely disagree. Most agree that <e>Romney</e> was decisive and even petty at times.,,_TEST_,,
1333, I will move to Canada if <e>Romney</e> becomes president. I'm entirely too serious.,,_TEST_,,
1334, @girlguidejones I really hate <e>Romney</e>,,_TEST_,,
1335, <e>Romney</e> never <a>answered the questions</a> he was asked during the Presidential Debate... He just talked about an experience similar to the topic,,_TEST_,,
1336," @RealNameSamson voting for <e>Romney</e> because he dislikes <a>gays</a> , and that being the only reason makes it ignorant man.",,_TEST_,,
1337, @adamlambert <e>Romney</e> <a>winning</a> would be electile disfunction!,,_TEST_,,
1338," @Melissa_Ott As <e>Romney</e>'s answer on <a>rectifying inequalities towards women at work</a>, such as lower pay I thought it was condescending.",,_TEST_,,
1339," Like most political gotchas, binder gaffe feels oversold quickly. Difference is that this one reveals <e>Romney</e>'s <a>depersonalized view of others</a>",,_TEST_,,
1340," I dont see how <e>Romney</e> can <a>hate from outside of the White House</a>, he cant even get in.",,_TEST_,,
1341, Am I the only one who thinks <e>Romney</e>'s <a>continuous reference to food stamps</a> was more racial than economical? #presidentialdebate,,_TEST_,,
1342, <e>Romney</e> would be the kid who reminded the teacher there was homework due,,_TEST_,,
1343, Thank God Facebook finally condensed the <a>posts</a> about Mitt <e>Romney</e>,,_TEST_,,
1344, Me and @Kelsayy_XO haven't bought a camel yet. <e>Romney</e>'s fault.,,_TEST_,,
1345, <e>Romney</e> thinks 'the act of terror' is not '<a>terrorist act</a>.',,_TEST_,,
1346, I'm convinced <e>Romney</e> is a complete dumbass. He said <a>crack down on china</a> when they cheat!,,_TEST_,,
1347," @Sheri_fitz @PhaedraHarris @MittRomneySounds like your the brainwashed one. <e>Romney</e> is an atheist, does not <a>believe in the real Jesus</a>. sad",,_TEST_,,
1348," <e>Romney</e>, please go to bed. Do I have to sing a lullaby song?",,_TEST_,,
1349, @Lawrence <e>Romney</e> said President do not <a>create jobs</a> but <e>Romney</e> said he is going to create 12 millions jobs ... is that a contradiction?,,_TEST_,,
1350," @itsgabrielleu  <e>Romney</e> must be a great dancer, Cus he sure knows how to <a>dance around questions</a>",,_TEST_,,
1351, @JPFreire @ezralevant the bigger question: would <e>Romney</e> <a>give guns to his binder full of women</a>?,,_TEST_,,
1352, I wonder if Bill Clinton's ears perked as Mitt <e>Romney</e> <a>spoke of his binders</a>.,,_TEST_,,
1353, <e>Romney</e> had difficulty <a>answering</a> if women should be entitled to equal pay.instead talked about women's need flex-time.either u do or u don't,,_TEST_,,
1354, @MsTerryMcMillan I'm tired of <e>Romney</e>.,,_TEST_,,
1355, Point 6 of <e>Romney</e>'s <a>5 point plan</a>: find wizard to magically make points 1-5 happen.#debates,,_TEST_,,
1356, @daveanthony What in the fuck is <a>a binder full of women</a>? Why is <e>Romney</e> allowed to speak to humans?!,,_TEST_,,
1357, <e>Romney</e>'s a liar. His <a>tax plan</a> is a kick in the balls to anyone who's not already rich. And <a>insurance costs</a> for families will be outrageous.,,_TEST_,,
1358, I try to aspire 2b someone's daily dose of love. Can #<e>Romney</e> say the same thing? <a>Paying no taxes and demonizing 47% of US</a> isn't about love,,_TEST_,,
1359, So many gifs of the debate on tumblr. None in favor of <e>Romney</e> of coarse.,,_TEST_,,
1360," @thinkprogress What a riidiculous, outrageous, and ironic <a>statement</a> coming from the #<e>Romney</e> campaign.",,_TEST_,,
1361," <e>Romney</e> obviously feels <a>women</a> should be barefoot, pregnant, and one of many sister wives instead of CEOs, physicians, educators, or governing",,_TEST_,,
1362, @TrinaCuppett @shawn4change She knew <e>Romney</e>'s <a>immigration policies</a> were hot air!,,_TEST_,,
1363," The #<a>SketchyDeal</a> of Mitt <e>Romney</e> should be doubted by all Americans, simply because he is so well-known for his shifting positions. #debate",,_TEST_,,
1364, I'm done with this debate. <e>Romney</e> is pissing me off.,,_TEST_,,
1365, What's <e>Romney</e>'s favorite footwear? Flip-flops.,,_TEST_,,
1366," Not that I usually like spoilers, but does <e>Romney</e> every *actually* <a>answer a question</a> in this #debate?",,_TEST_,,
1367, OMG I can't believe that <e>Romney</e>,,_TEST_,,
1368," So apart from <e>Romney</e> <a>lying</a> to us that gas was 1.86 in 2008, he also said that those of u raised in single parent homes are thugs!!!!",,_TEST_,,
