id,Annotated tweet,,classification,,,,,,,
1141,<e>Never</e> really <a>liked</a> Obama and don't really like Romney.,,_TEST_,,,,,,,
1142,"POLITICO <e>@politicoObama:</e> ""I'm the President, I am always <a>responsible.""</a> #271debate",,_TEST_,,,,,,,
1143,<e>Obama</e> calls for <a>reintroducing</a> assault-weapons ban (The Arizona Republic): Share With Friends:  |  | Top News - P... http://t.co/lCwI3y7H,,_TEST_,,,,,,,
1144,Every <e>poll</e> has <a>declared</a> <a>Obama</a> the <a>winner!!!</a>,,_TEST_,,,,,,,
1145," Oh"" at me just finding out <e>Obama</e> has a half brother.",,_TEST_,,,,,,,
1146," Jay-Z Stumps for <e>Obama</e> in New <a>Campaign Clip</a> http://t.co/l7QWSG9P""",,_TEST_,,,,,,,
1147," For round 2 of the debate"""" <e>Obama</e> reportedly going to """"try.""""""",,_TEST_,,,,,,,
1148," @conserv_voices @jjauthor @cspanwj Right about that. Want free stuff? Vote for <e>Obama</e>.""",,_TEST_,,,,,,,
1149," A Grassroots <a>Event</a> with First Lady <e>Michelle Obama</e> (@ Cuyahoga Community College - Metropolitan Campus w/ 5 others) http://t.co/CoYuGkSQ""",,_TEST_,,,,,,,
1150," I just knew it...<e>Obama</e> was <a>born</a> in Indonesia""",,_TEST_,,,,,,,
1151," Washington Monthly - The <a>Incomplete Greatness</a> of Barack <e>Obama</e> http://t.co/h1qND59J""",,_TEST_,,,,,,,
1152," @sixchained @RBPundit Who are you referring to you people? U lose! Your candidate is <a>sending our #jobs to #China</a>! LOL!! #Sensata #GOP #<e>Obama</e>""",,_TEST_,,,,,,,
1153," #DebateQusestion: """"If I canƒ??t <a>fix the economy</a> in 3 years"""" you can call me former President #<e>Obama</e>."""" Did you over promise and under deliver?""",,_TEST_,,,,,,,
1154," today my computer class teacher told me the <e>Obama</e> <a>website</a> has some viruses o""",,_TEST_,,,,,,,
1155," <e>Obama</e> Will Vote in Chicago on Oct. 25 - NBC Chicago (blog): <e>Obama</e> Will Vote in Chicago on Oct. 25NBC Chicago (bl... http://t.co/FF84qJd6""",,_TEST_,,,,,,,
1156," <e>Mrs Obama</e> said her absentee ballot is on its way to Illinois """"which means that we are one vote closer to re-electing my husband...""""""",,_TEST_,,,,,,,
1157," Today is a good ass day"" my one direction magazine came in the mail my <e>Obama sticker</e> and my tattoo has been okayed by my Grandma. fuck yes",,_TEST_,,,,,,,
1158," Obama Campaign: """"Come On"""" <e>Benghazi</e> Was Only A Compound"""" (Video) http://t.co/uFDeRHJq""",,_TEST_,,,,,,,
1159," <e>Obama team</e> looking to feisty <a>Biden performance</a> for inspiration in second debate http://t.co/dhEQYM6t""",,_TEST_,,,,,,,
1160," ABC Censors Snip <e>Obama</e> '<a>Communist</a>' Line from New Tim Allen Sitcom - http://t.co/NXHnOZO0 via @BreitbartNews""",,_TEST_,,,,,,,
1161," GOP"" Dem insiders expect better second debate <a>performance</a> from <e>Obama</e> http://t.co/cEIsCqxL",,_TEST_,,,,,,,
1162," <e>Obama</e>ƒ??s New Debate <a>Strategy</a> http://t.co/2khjJUxO via @NewYorker""",,_TEST_,,,,,,,
1163," @PaulBegala  <e>Obama</e> need to <a>claim</a> the mantle : """"customer creator""""http://t.co/MLYazRJC""",,_TEST_,,,,,,,
1164," If <e>Obama</e> wins it will fascinating to see how he plays his strong hand re: Bush <a>tax cuts</a> expiring. Will he seek to break the GOP?""",,_TEST_,,,,,,,
1165," <e>Obama</e>s Cast Ballots Early"" A Presidential First: President <e>Obama</e> and First Lady Michelle <e>Obama</e> will both cast th... http://t.co/omLWc62d",,_TEST_,,,,,,,
1166," <e>Buffet</e>t performs at <e>Obama</e> Fundraiser: Jimmy <e>Buffet</e>t performed at a Democratic <a>fundraiser</a> for the re-election campaign of President Ba...""",,_TEST_,,,,,,,
1167," The <e>Obama</e> <a>economy</a>: This time was different http://t.co/Z4xOwicb""",,_TEST_,,,,,,,
1168," <e>Michelle Obama</e> <a>votes</a> early for her husband http://t.co/XJmiJ4tz via @USAToday luv u FLOTUS""",,_TEST_,,,,,,,
1169," Wag That Dog: <e>Obama</e> Administration Reveals <a>Top Secret Plans</a> To Surprise-Bomb Somethingƒ?? http://t.co/RqpGZzMc #news #conservative""",,_TEST_,,,,,,,
1170," @IngrahamAngle How can Gov Thompson be sure <e>Obama</e> is really the son of Kenya <e>Obama</e>? We never have positive identity of exactly who he is?""",,_TEST_,,,,,,,
1171," #BucketList : meet President <e>Obama</e> ƒ?""",,_TEST_,,,,,,,
1172," can somebody send me a link to a live stream TV site for <e>Romney</e> <e>Obama</e> shortly?""",,_TEST_,,,,,,,
1173," If <e>Obama</e> wins re-election"" they should lower the <a>gas prices</a> to at least $2/gallon",,_TEST_,,,,,,,
1174," I had someone say to me today """"you don't like <e>Obama</e> just cus he's black""""""",,_TEST_,,,,,,,
1175," @ChatchaFoster Yeah! <e>Obama</e> 2016"" or something.",,_TEST_,,,,,,,
1176," Main Stream """"News Media"""" (Already) <a>building</a> up for a <a>great debate</a> for <e>Obama</e> tomorrow night: After a couple of Joe's uppers & just show up ??""",,_TEST_,,,,,,,
1177," <e>Obama</e> Admin <a>Bans Drilling</a> On 11.5 Million Acres Of National Petroleum Reserve http://t.co/DIgnmcIe""",,_TEST_,,,,,,,
1178," This guy is riding around on a motorcycle advertising <e>Obama</e>... Lol.""",,_TEST_,,,,,,,
1179," #<e>martha</e> met with #<e>Biden</e> I wonder if #<e>Candy</e> is meeting with #<e>Obama</e>?""",,_TEST_,,,,,,,
1180," @wallace_dmote hahah I saw a shirt that said 10000000 at <e>Obama</e> inauguration only 4 missed work hahahahahaah""",,_TEST_,,,,,,,
1181," @uschamber Ask if <e>Obama</e> is a <a>socialist</a> and if he is a member of Islam; an enemy?""",,_TEST_,,,,,,,
1182," Debunking the Myth: <e>Obama</e>'s Two-Year <a>Supermajority</a> http://t.co/6RifywHa via @HuffPostPol""",,_TEST_,,,,,,,
1183," Harper > <e>Obama</e>.""",,_TEST_,,,,,,,
1184," via @TheOnion - <e>Obama</e> <a>Excited</a> To Participate In First Debate http://t.co/PkkRHK7v""",,_TEST_,,,,,,,
1185," #WaysToGetShot tell me how much you love <e>Obama</e>.""",,_TEST_,,,,,,,
1186," Got a ticket to see <e>Michelle Obama</e> tomorrow at 11...then I realized that I have a midterm at 11...Why?""",,_TEST_,,,,,,,
1187," I sure hope somebody at the town hall debate asks <e>Obama</e> about the <a>flexibility</a> he expects to have after the election...""",,_TEST_,,,,,,,
1188," It's considered impolite to point out that <e>Obama</e> was <a>mentored</a> as a teen by an actual Communist"" but you take the candidates as they are.",,_TEST_,,,,,,,
1189," <e>Michelle Obama</e>'s motorcade escorts injured in <a>Ohio crash</a>: WASHINGTON (Reuters) - Two law enforcement officers in... http://t.co/dWSjFM4r""",,_TEST_,,,,,,,
1190," New Post: Drilling Deeper into <e>Obama</e>'s Blockage of the <a>National Petroleum Reserve</a> http://t.co/utQEdZhV""",,_TEST_,,,,,,,
1191," <e>Obama</e> camp says you really help teachers succeed by providing consistent feedback from leading teachers and administrators...""",,_TEST_,,,,,,,
1192," @Just2Opine Not sure you got my inside info from yesterday. I have exclusive pics of the <e>Obama</e> <a>Presidential Library</a>. http://t.co/guzUBbhu""",,_TEST_,,,,,,,
1193,"<e>Obama</e> really needs to lay out a <a>plan</a>"" some <a>vision building</a> a case WHY I'd <a>vote for</a> him! Enough attack dog crap!!! @CNBC",,_TEST_,,,,,,,
1194, From http://t.co/AxQJAil1: Fashion Faceoff: <e>Michelle Obama</e> vs. <e>Ann Romney</e> in Pink http://t.co/f121LHQ3                           ,,_TEST_,,,,,,,
1195, (waving hand) Pick me!<a> Offshore oil drilling</a> permits cut 62% under Obama. Onshore oil drilling permits cut 33% under Obama.                           ,,_TEST_,,,,,,,
1196, <e>Obama</e> & Hillary Knew it was an attack (hit job)from the beginning.They knew in advance-well in advance  hence the lame YouTube video cover up                   ,,_TEST_,,,,,,,
1197, CNN Fact Check: Obama's <a>student aid</a> boast on the mark http://t.co/esVRzggQ via @CNN #Education #CollegeAffordability                           ,,_TEST_,,,,,,,
1198, Bruce Springsteen Surprises Steve Van Zandt at Little Kids Rock Concert: Before he heads to Ohio to stump for <e>president</e> <e>Obama</e> Bruce S...                           ,,_TEST_,,,,,,,
1199, @realDonaldTrump <e>Obama</e> n Biden knew about Libya's repeated request for added <a>Security!Senator</a> Lindsey Graham sent <e>Obama</e> a letter explaining.                           ,,_TEST_,,,,,,,
1200, @Canadavisa101 Will the revelation of Obama‰Ûªs Anti-Christ Goddess religion sink his <a>campaign</a>? http://t.co/OkxeiMax                           ,,_TEST_,,,,,,,
1201, <e>Michelle Obama</e> vs. <e>Ann Romney</e>: Who'd You Rather? http://t.co/G7ixEdxa                           ,,_TEST_,,,,,,,
1202, <e>Michelle Obama</e> vs. <e>Ann Romney</e>: Who'd You Rather?: First Lady <e>Michelle Obama</e> and <e>Ann Romney</e> were both tickle... http://t.co/dFowoSmK #tmz                           ,,_TEST_,,,,,,,
1203, <a>Wishing bio</a> was cancelled since <e>Obama</e> is here....oh we'll #papasfreezeria                           ,,_TEST_,,,,,,,
1204, I want a man wit the good sense to marry <e>Michelle Obama</e>.  -Bill Clinton                           ,,_TEST_,,,,,,,
1205, @lisa_royce Will the revelation of Obama‰Ûªs Anti-Christ Goddess religion sink his <a>campaign</a>? http://t.co/OkxeiMax                           ,,_TEST_,,,,,,,
1206, (CN) Lions Clubs Commemorative Coins for 2017: As expected  <e>president</e> Obama on October 5 2012 signed into law ... http://t.co/OE3lLkt1               ,,_TEST_,,,,,,,
1207, Jon Stewart TOTALLY OBLITERATES Obama‰Ûªs <a>Libya Response</a> - The Daily Show - Fox Nation http://t.co/Azk37V6m                           ,,_TEST_,,,,,,,
1208," I'm sure http://t.co/Kqaudhx5 is working on a <a>""binders full of women""</a> jingle that he will debut at the next <e>Obama</e> rally.                           ",,_TEST_,,,,,,,
1209, How <e>Obama</e> or <e>Romney</e> Should Have Answered the <a>iPad Question</a> (but didn't...) http://t.co/Fnu8Cwx2 @davepell and on day 3?                           ,,_TEST_,,,,,,,
1210, <e>Obama</e> snorted <a>coke</a>. Who is he  Charlie Sheen @JoyVBehar                       ,,_TEST_,,,,,,,
1211, Game  Set Obama: http://t.co/BOVFvlu5 via @theprospect                     ,,_TEST_,,,,,,,
1212, This: @Slate: If you ignore what he said  Obama never said the <a>Libya attack</a> was terrorism: http://t.co/7wY9veDD                 ,,_TEST_,,,,,,,
1213, Obama: Coming after the guns; will screen gun owners http://t.co/ORBHnUDo He's beginning to reveal his <a>2nd term agenda</a>!   #cvn  #tcot  #NRA                           ,,_TEST_,,,,,,,
1214, FLASHBACK: <e>Obama</e> Organizer Gets Busted As An Audience Plant At <a>Health Care</a> Town Hall Meeting in 2008 I remember that one!                           ,,_TEST_,,,,,,,
1215, BBC News - Barack <e>Obama</e> did what he had to do http://t.co/7INpWjfG                           ,,_TEST_,,,,,,,
1216, @BosHawk @evangolson Sitting in the Eastern Iowa Airport. Air Force One parked outside the window. Wish it was @RepRonPaul and not <e>Obama</e>.                           ,,_TEST_,,,,,,,
1217, @fivethirtyeight  Ohio: On election night how many votes does <e>Obama</e> need to be up by coming out of Cuyahoga  Franklin Hamilton? 180-250k?                       ,,_TEST_,,,,,,,
1218, I NEVER Mince Words...this is how I really feel about Chairman Obama! #ObamaTax #21NewTaxes #7NewTaxesOnMiddleClasshttp://t.co/uR0Rdpba                           ,,_TEST_,,,,,,,
1219, People only like <e>Obama</e> that's the motto POLO                           ,,_TEST_,,,,,,,
1220, @RitewingRedhead Well I guess Florida is not a swing state because I still see a lot of negative ads from <e>Obama</e> here.  Latest: PlannedPhood!                           ,,_TEST_,,,,,,,
1221, @IamTay @crowleyCNN Crowley's role was moderator.  She spoke inappropriately  validated <e>Obama</e> and was in fact wrong and misleading.                 ,,_TEST_,,,,,,,
1222, Crowley's lifeline to <e>Obama</e> on Libya: $15; Obama's request for a repeat: $22; Catching the MSM's collusion in lies: Priceless. #tcot                           ,,_TEST_,,,,,,,
1223, <e>Michelle Obama</e>: 'On Nov. 7 We're Going to Party Hard' | The Weekly Standard and u want a 2nd term? #tcot @Mitt<e>Romney</e>  http://t.co/d3LTtnti                           ,,_TEST_,,,,,,,
1224," @KeleJohnson res. <e>Obama</e> actually believed the CIA when they told him he was given ""Special Powers"" http://t.co/0rfQSX0r                           ",,_TEST_,,,,,,,
1225, Barack <e>Obama</e> gana segundo debate presidencial http://t.co/udUTVaIZ                           ,,_TEST_,,,,,,,
1226, Who Are Those ‰ÛÏGangbangers‰Û Obama‰Ûªs So Proud of <a>Deporting</a>? - COLORLINES http://t.co/PT79drNm,,_TEST_,,,,,,,
1227, Photo: collegehumor: <e>Romney</e> <e>Obama</e> Wife Hair Swap You‰Ûªve Been Waiting For Their policy on fabulous hair is a... http://t.co/mHH4BX1m                           ,,_TEST_,,,,,,,
1228, @khnicholson_ <e>Obama</e> could do with you on his campaign.                           ,,_TEST_,,,,,,,
1229, @HeyTammyBruce @andreakaye5 LOL! @candycnn can't really use her brain while her head is up Obama's arse!                           ,,_TEST_,,,,,,,
1230, @RROKC YEAH  exactly! If this were Holder Pelosi Reid or <e>Obama</e> being threatened the FBI and Secret Service would be all over it!     ,,_TEST_,,,,,,,
1231, @BustedHubbs2423 i agree about that. Bush made it easy to point fingers and <e>Obama</e> exploits that. Bush's terms are still VERY relevant though                           ,,_TEST_,,,,,,,
1232, @StephLovesDeaky @brharri100 YES AND HE'LL LET US. he likes <e>Obama</e> hes friends with him!!! (:                           ,,_TEST_,,,,,,,
1233, According to Pat Caddell  Crowley interrupted <e>Romney</e> 28 times last night -- almost as bad as Martha Raddatz. Obama? only 8 times.        ,,_TEST_,,,,,,,
1234, Obama/Reagan Pic http://t.co/cF37aF7P                           ,,_TEST_,,,,,,,
1235," When i hear about a Terrorist Attack   my first thought is ""what the hell is <e>Obama</e> up to now."" Just saying...                         ",,_TEST_,,,,,,,
1236, Breaking News: Energised <e>Obama</e> woos swing voters http://t.co/AbE3X0Zv                           ,,_TEST_,,,,,,,
1237," @AceofSpadesHQ <e>Obama</e> comes from a nuclear family  i.e.  it was ""nuked."" He thinks that's normal and it's why is he the way he is.                        ",,_TEST_,,,,,,,
1238, I liked a @YouTube video http://t.co/MlQYVMnF <e>president</e> <e>Obama</e> on Death of Osama bin Laden (SPOOF) - Now on iTunes! (Momentous Day)                           ,,_TEST_,,,,,,,
1239, What Do All These Celebs Have in Common With <e>Barack Obama</e>? http://t.co/QIpMcLtb via @pinterest                           ,,_TEST_,,,,,,,
1240, Is <e>Obama</e> headed to Vegas again? #TerroristAttack #NYC #WorldOnFire                           ,,_TEST_,,,,,,,
1241, HaHaHa - <e>Michelle Obama</e> showed the entire world that she is a Angry Black Woman last night with her case of clap. #tcot #p2 #NoClass                           ,,_TEST_,,,,,,,
1242," Checking out ""‰Û÷Air-Headed‰Ûª Actresses in New Pro-Obama Ad That Warns Women Abou"" on Patriot Action Network: http://t.co/lemIsCJ5                           ",,_TEST_,,,,,,,
1243, Glad I taught U.S. History students about the 2nd Amendment the day before Pres. <e>Obama</e> mentioned it on the debates. They made a connection.                           ,,_TEST_,,,,,,,
1244, <e>Obama</e> masih pake bukannya? > @esigpri: True Story :) @thejakartaglobe BlackBerry Now a Magnet for Mockery in US http://t.co/K05QgK6z                           ,,_TEST_,,,,,,,
1245, <e>Obama</e> Makes Education A <e>president</e>ial Debate Subject While Discussing Gun Violence http://t.co/HUX2gumI,,_TEST_,,,,,,,
1246, No Hope Except Through God - Mike Church Show Exclusive Transcript - http://t.co/lRVFe1uU #RonPaul #GaryJohnson #<e>Romney</e> #Obama                           ,,_TEST_,,,,,,,
1247, <e>Obama</e> campaign supporter knocked on the door. Fuck yeah!Gotta stop procrastinating and work on this PowerPoint due at 9PM meh.                           ,,_TEST_,,,,,,,
1248," <e>Obama</e> Says ""When I Was <e>president</e>At #Debate http://t.co/CFQFn6wp CK his evil look #p2 #obama2012 Muslim alright scary #FL #OH #IA #NM #MN #NV                           ",,_TEST_,,,,,,,
1249, @falwy And they endorsed <e>Obama</e> in 2008...                           ,,_TEST_,,,,,,,
1250, Fuck Bobby Jindal He Don't Do Shit For Us In Louisiana But Wannah Talk About <e>Obama</e>!                           ,,_TEST_,,,,,,,
1251, Has <e>Obama</e> lost the Huffington Post? - GayPatriot http://t.co/nW7kqzPl #<e>Romney</e>2012 #Obama2012 #tcot #gop #p2 #topProg #TeaParty #lnyhbt #WAR                           ,,_TEST_,,,,,,,
1252, #Obama !                           ,,_TEST_,,,,,,,
1253, @lizflock IF true (doubtful) it might be due to the avalanche of overt racism uncovered since <e>Obama</e> was elected.                           ,,_TEST_,,,,,,,
1254, Crowley Let <e>Obama</e> Have Last Word 8 of 11 Times http://t.co/x20nxjLD                           ,,_TEST_,,,,,,,
1255, @realDonaldTrump you do know that Obama's not in the Supreme Court and they can make up their own rights  right?                         ,,_TEST_,,,,,,,
1256, Annoying Orange - Broccoli <e>Obama</e> <e>president</e>ial Campaign Videohttp://t.co/Azr3oXzL                           ,,_TEST_,,,,,,,
1257, #SupremeCourt Agrees To Hear Case On #FederalElectionID http://t.co/Uwj9lD9j via @cjujitsu #Election2012 #Obama #Nevada                           ,,_TEST_,,,,,,,
1258, Denied on phish lotto x3. Email right after was <e>Obama</e> asking for money. Dude has to realize NYE tickets >>>>>> more donations                           ,,_TEST_,,,,,,,
1259, Thought there was an invasion going on outside  turns out it was <e>Obama</e> flying over my house :D                ,,_TEST_,,,,,,,
1260," ""@RickWarren: Another Christian University(ETBU) has joined over 100 plaintiffs suing <e>Obama</e> Admin for violating religious liberty. #WOW!!                           ",,_TEST_,,,,,,,
1261,"  41199 PM 0.292361111111111 Gender gap continues 2 propel <e>Obama</e> 2 leads in CO, NV, according 2 PNA polls out today http://t.co/9Q7RmFXp (NV), http://t.co/PtR0ZACM (CO)  ",,_TEST_,,,,,,,
1262," @DMichael_ It leaves out other black immigrants. or people like <e>Barack Obama</e>. Is he really ""African American"" by ethnicity?                           ",,_TEST_,,,,,,,
1263, Rae Sky  My company's stock hit a 52-week high today. Thank you <e>president</e> Obama for turning things around.....          ,,_TEST_,,,,,,,
1264,"I'd like to punch <e>Obama</e> in the face. Sorry, Mr. President, but you're a <a>God damn liar</a>.",,_TEST_,,,,,,,
1265,"<e>Obama</e> wants to tax foreign earnings. That will<a> raise prices overseas, reducing exports and hurting our economy</a>.",,_TEST_,,,,,,,
1266,I hate <e>Obama</e> with a BURNING PASSION #debate,,_TEST_,,,,,,,
